brief_id,priority_rank,working_title,recommended_h1,target_url_slug,content_status,primary_keyword,secondary_keywords,relevant_question_queries,search_intent,funnel_stage,estimated_demand,estimated_ranking_difficulty,business_value_score,topical_authority_value,conversion_potential,safety_or_trust_importance,overall_priority_score,target_audience_persona,parent_topic_cluster,recommended_content_type,recommended_word_count_range,searchers_main_question,recommended_answer_first_introduction,proposed_h2_h3_outline,originality_requirement,nigerian_or_student_specific_examples_to_include,required_factual_claims_to_verify,recommended_authoritative_source_types,existing_internal_pages_to_link_to,future_supporting_pages_that_should_link_to_it,required_link_to_parent_pillar,safety_page_linking_requirement,primary_cta,secondary_cta,recommended_cta_placement,featured_image_concept,suggested_image_alt_text,recommended_schema,suggested_faq_questions,featured_snippet_or_ai_answer_opportunity,suggested_author_or_expert_reviewer_type,freshness_or_update_schedule,cannibalization_risks,notes_for_writer,notes_for_developer_or_publisher
"COM-001","1","Best Dating Apps in Nigeria for Students","Best Dating Apps in Nigeria for Students","/blog/best-dating-apps-nigeria-students","Existing page expansion","dating apps in Nigeria","dating app in Nigeria, Nigerian dating apps, best dating apps for students","What is dating apps in Nigeria? | How should students approach dating apps in Nigeria? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Commercial","Consideration","Very High","High","10","10","8","6","81","Someone new to online dating","Commercial and Product Discovery","Commercial landing page or comparison guide","1,200-2,000 words","What should I know about dating apps in Nigeria as a student?","Best Dating Apps in Nigeria for Students should help Nigerian students compare options without hype and understand when a campus-focused app like The College Date is the right fit.","Short answer: who this page is for | What students should look for | Comparison criteria | Safety and trust checks | Where The College Date fits | Download and next steps | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify The College Date app availability, Android package com.collegedate.app, official Google Play URL, and avoid unsupported ranking or user-count claims.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/download | /faq | /safety | /about","/dating-app-for-university-students-nigeria | /dating-app-in-nigeria | /dating-app-for-students | /college-dating-app | /nigeria-dating-app","/dating-app-in-nigeria","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Download The College Date","Read the FAQ","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Best Dating Apps in Nigeria for Students visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Best Dating Apps in Nigeria for Students guide for Nigerian students","WebPage, FAQPage, BreadcrumbList","What is dating apps in Nigeria? | How should students approach dating apps in Nigeria? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review quarterly for app/store/competitor changes.","Refresh the existing URL; do not create a duplicate page for this intent.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-001","16","Campus Dating App for Student Connections","Campus Dating App for Student Connections","/campus-dating","Existing page expansion","campus dating app","campus dating, dating on campus, student connections","What is campus dating app? | How should students approach campus dating app? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Medium","Medium","10","10","9","6","79","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about campus dating app as a student?","Campus Dating App for Student Connections should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What campus dating app means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/student-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus | /campus-crush-advice","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Campus Dating App for Student Connections visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Campus Dating App for Student Connections guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is campus dating app? | How should students approach campus dating app? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Refresh the existing URL; do not create a duplicate page for this intent.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-002","17","Student Dating App for University Communities","Student Dating App for University Communities","/student-dating","Existing page expansion","student dating app","student dating, university dating app, college dating app","What is student dating app? | How should students approach student dating app? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","High","High","9","10","9","6","76","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about student dating app as a student?","Student Dating App for University Communities should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What student dating app means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus | /campus-crush-advice","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Student Dating App for University Communities visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Student Dating App for University Communities guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is student dating app? | How should students approach student dating app? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Refresh the existing URL; do not create a duplicate page for this intent.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-003","18","University Dating in Nigeria","University Dating in Nigeria","/university-dating-nigeria","Existing page expansion","university dating Nigeria","dating in Nigerian universities, campus relationships, student dating Nigeria","What is university dating Nigeria? | How should students approach university dating Nigeria? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Medium","Medium","8","10","7","6","73","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about university dating Nigeria as a student?","University Dating in Nigeria should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What university dating Nigeria means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /dating-as-a-fresher | /how-to-meet-people-on-campus | /campus-crush-advice","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","University Dating in Nigeria visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","University Dating in Nigeria guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is university dating Nigeria? | How should students approach university dating Nigeria? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Refresh the existing URL; do not create a duplicate page for this intent.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-004","19","Dating as a Fresher: A Nigerian Student Guide","Dating as a Fresher: A Nigerian Student Guide","/dating-as-a-fresher","New page","dating as a fresher","fresher dating advice, first year dating, campus dating tips","What is dating as a fresher? | How should students approach dating as a fresher? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Emerging","Low","7","8","6","7","67","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about dating as a fresher as a student?","Dating as a Fresher: A Nigerian Student Guide should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What dating as a fresher means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /how-to-meet-people-on-campus | /campus-crush-advice","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Dating as a Fresher: A Nigerian Student Guide visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Dating as a Fresher: A Nigerian Student Guide guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is dating as a fresher? | How should students approach dating as a fresher? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on dating as a fresher.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-005","20","How to Meet People on Campus Without Pressure","How to Meet People on Campus Without Pressure","/how-to-meet-people-on-campus","New page","how to meet people on campus","make friends on campus, meet students, campus social life","What is how to meet people on campus? | How should students approach how to meet people on campus? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Medium","Medium","7","9","6","5","65","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about how to meet people on campus as a student?","How to Meet People on Campus Without Pressure should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What how to meet people on campus means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /dating-as-a-fresher | /campus-crush-advice","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","How to Meet People on Campus Without Pressure visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","How to Meet People on Campus Without Pressure guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is how to meet people on campus? | How should students approach how to meet people on campus? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on how to meet people on campus.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-006","21","Campus Crush Advice for Students","Campus Crush Advice for Students","/campus-crush-advice","New page","campus crush advice","campus crush meaning, how to talk to your crush, student crush","What is campus crush advice? | How should students approach campus crush advice? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Medium","Medium","7","8","6","5","64","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about campus crush advice as a student?","Campus Crush Advice for Students should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What campus crush advice means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Campus Crush Advice for Students visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Campus Crush Advice for Students guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is campus crush advice? | How should students approach campus crush advice? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on campus crush advice.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-007","22","Dating During Exams: How to Keep Balance","Dating During Exams: How to Keep Balance","/dating-during-exams","New page","dating during exams","dating during exam season, does dating affect studies, relationship and exams","What is dating during exams? | How should students approach dating during exams? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Medium","Low","6","8","4","5","64","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about dating during exams as a student?","Dating During Exams: How to Keep Balance should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What dating during exams means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Dating During Exams: How to Keep Balance visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Dating During Exams: How to Keep Balance guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is dating during exams? | How should students approach dating during exams? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on dating during exams.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-008","23","Balancing School and Relationships","Balancing School and Relationships","/balancing-school-and-relationships","New page","balancing school and relationships","relationship and studies, student relationship balance, dating in school","What is balancing school and relationships? | How should students approach balancing school and relationships? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Medium","Medium","6","9","5","5","62","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about balancing school and relationships as a student?","Balancing School and Relationships should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What balancing school and relationships means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Balancing School and Relationships visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Balancing School and Relationships guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is balancing school and relationships? | How should students approach balancing school and relationships? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on balancing school and relationships.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-009","24","Hostel Dating Boundaries for Students","Hostel Dating Boundaries for Students","/hostel-dating-boundaries","New page","hostel dating boundaries","hostel dating, student privacy, campus boundaries","What is hostel dating boundaries? | How should students approach hostel dating boundaries? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Low","Low","6","8","4","8","61","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about hostel dating boundaries as a student?","Hostel Dating Boundaries for Students should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What hostel dating boundaries means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Hostel Dating Boundaries for Students visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Hostel Dating Boundaries for Students guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is hostel dating boundaries? | How should students approach hostel dating boundaries? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on hostel dating boundaries.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-010","25","Off-Campus Dating Safety for Students","Off-Campus Dating Safety for Students","/off-campus-dating-safety-students","New page","off-campus dating safety","student dating safety, first meeting safety, campus dating safety","What is off-campus dating safety? | How should students approach off-campus dating safety? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Medium","Low","7","8","5","10","72","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about off-campus dating safety as a student?","Off-Campus Dating Safety for Students should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What off-campus dating safety means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Off-Campus Dating Safety for Students visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Off-Campus Dating Safety for Students guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is off-campus dating safety? | How should students approach off-campus dating safety? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on off-campus dating safety.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
"CAMP-011","26","Dating in Final Year: Time, Pressure, and Intentions","Dating in Final Year: Time, Pressure, and Intentions","/dating-in-final-year","New page","dating in final year","final year relationship, dating while graduating, serious student dating","What is dating in final year? | How should students approach dating in final year? | What should Nigerian students know before acting on this advice? | How can The College Date help with this safely?","Informational","Awareness","Low","Low","6","7","5","5","58","First-year undergraduate","Campus and Student Dating","Student guide","900-1,500 words","What should I know about dating in final year as a student?","Dating in Final Year: Time, Pressure, and Intentions should answer the student’s main question first, then give practical Nigerian campus examples and safety-conscious next steps.","What dating in final year means for students | Why it matters on Nigerian campuses | Practical steps and examples | Mistakes to avoid | Safety and privacy notes | How The College Date fits naturally | FAQs","Include student-specific scenarios, Nigerian campus context where relevant, and practical examples that are not copied from generic dating advice pages.","Use examples from lectures, hostels, faculty events, resumption periods, Lagos hangouts, student budgets, campus transport, group chats, and Android-first mobile usage where natural.","Verify any factual claims about The College Date, Nigerian locations, school terms, app features, and public safety guidance.","Official app pages, Google Play listing, university resources, reputable Nigerian media, expert-reviewed relationship or safety resources.","/student-dating | /dating-app-for-university-students-nigeria | /safety | /download","/campus-dating | /student-dating | /university-dating-nigeria | /dating-as-a-fresher | /how-to-meet-people-on-campus","/campus-dating","Link to /safety when the page discusses meeting, privacy, scams, boundaries, consent, or messaging risk.","Create a student profile","Read campus safety tips","One contextual CTA after the first useful section and one gentle final CTA. Avoid interrupting safety or wellbeing advice.","Dating in Final Year: Time, Pressure, and Intentions visual with Nigerian student/campus context, app-neutral composition, and no fake testimonial elements.","Dating in Final Year: Time, Pressure, and Intentions guide for Nigerian students","Article, FAQPage, BreadcrumbList","What is dating in final year? | How should students approach dating in final year? | What should Nigerian students know before acting on this advice?","Add a 40-60 word answer box near the top, followed by a concise checklist or table that can be cited by AI search systems.","Editorial author with Nigerian student lifestyle familiarity","Review every 6-12 months, sooner if user safety or product facts change.","Differentiate from /campus-dating by keeping this page focused on dating in final year.","Follow the Editorial Handbook: educate first, avoid stereotypes, avoid fake claims, use calm student-focused language, and make the content useful without search traffic.","Add canonical self-reference, BreadcrumbList, appropriate Article/FAQ/tool schema, internal related-links block, optimized image metadata, and sitemap inclusion only when published."
